YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201507,98893,593935,1,.69,"S","BRITTON",45.79,-97.75,4547400,9745000
201507,98893,593936,1,3.49,"N","COLUMBIA",45.67,-98.31,4540200,9818600
201507,98893,593937,1,3.47,"WNW","WAUBAY",45.34,-97.39,4520400,9723400
201507,98893,593938,1,.85,"NW","BRADLEY",45.09,-97.64,455400,9738400
201507,98893,593942,1,.49,"E","WAUBAY",45.33,-97.31,4519800,9718600
201507,98893,593943,1,7.11,"WNW","MARVIN",45.3,-97.06,4518000,973600
201507,98893,593944,1,2.29,"NNW","TUNERVILLE",44.91,-96.69,4454600,9641400
201507,98893,593945,1,7.36,"W","CLEAR LAKE",44.75,-96.83,4445000,9649800
201507,98893,593947,1,0,"N","WESTPORT",45.65,-98.5,4539000,9830000
201507,98893,593955,1,1.9,"S","BRITTON",45.7725,-97.75,4546350,9745000
201507,98893,595670,1,.72,"SSE","BRITTON",45.79,-97.746,4547400,9744760
201507,98893,595671,1,5.11,"ESE","BRITTON MUNI ARPT",45.805,-97.626,4548300,9737560
201507,98893,595672,1,2.5,"E","BRITTON MUNI ARPT",45.82,-97.678,4549200,9740680
201507,98893,595673,1,6.69,"ESE","BRITTON MUNI ARPT",45.79,-97.598,4547400,9735880
201507,98893,595674,1,1.59,"NE","BRITTON MUNI ARPT",45.835,-97.705,4550100,9742300
201507,98893,595675,1,2.14,"SSE","KIDDER",45.85,-97.709,4551000,9742540
201507,98893,595676,1,8.08,"ESE","BRITTON",45.74,-97.606,4544400,9736360
201507,98893,595677,1,4.24,"WNW","LAKE CITY",45.747,-97.499,4544820,9729940
201507,98893,595678,1,.36,"ENE","LEOLA",45.722,-98.943,4543320,9856580
201507,98893,595679,1,2.37,"E","LEOLA",45.723,-98.901,4543380,9854060
201506,96916,583015,3,.73,"E","MONTOUR FALLS ARPT",42.3702,-76.8356,4222212,7650136
201506,96916,583015,4,1.3,"SE","BURDETT",42.4045,-76.8356,4224270,7650136
201506,96916,583018,1,1.46,"SSW","SOUTH PULTENEY",42.4807,-77.2119,4228842,7712714
201506,96916,583018,2,1.3,"NW","HAMMONDSPORT",42.4354,-77.2449,4226124,7714694
201506,96916,583018,3,.86,"WSW","WAYNE FOUR CORNERS",42.4148,-77.1453,4224888,778718
201506,96916,583018,4,1.3,"S","KEUKA",42.4615,-77.1254,4227690,777524
201506,96916,583038,1,1.87,"WNW","TYRONE",42.427,-77.1055,4225620,776330
201506,96916,583038,2,1.76,"SSW","TYRONE",42.398,-77.0873,4223880,775238
201506,96916,583038,3,2.45,"SE","TYRONE",42.3953,-77.0355,4223718,772130
201506,96916,583038,4,.8,"WSW","ALTAY",42.424,-77.0334,4225440,772004
201506,96916,583039,1,5.34,"WNW","RICHFORD",42.392,-76.2877,4223520,7617262
201506,96916,583039,2,4.25,"W","RICHFORD",42.3418,-76.2825,4220508,7616950
201506,96916,583039,3,2.57,"NNW","EAST BERKSHIR",42.3362,-76.1414,4220172,768484
201506,96916,583039,4,3.68,"NE","RICHFORD",42.3859,-76.1469,4223154,768814
201506,96916,583043,1,3.47,"WSW","NORTH SPENCER",42.2377,-76.5857,4214262,7635142
201506,96916,583043,2,4.46,"SW","SPENCER",42.1675,-76.5507,4210050,7633042
201506,96916,583043,3,2.09,"NNE","HALSEY VLY",42.1766,-76.4305,4210596,7625830
201506,96916,583043,4,3.1,"NW","WEST CANDOR",42.255,-76.458,4215300,7627480
201506,96916,583045,1,.03,"NE","TRUMBULLS CORNERS",42.3804,-76.6296,4222824,7637776
201506,96916,583045,2,3.49,"SSW","TRUMBULLS CORNERS",42.3327,-76.6537,4219962,7639222
201506,96916,583045,3,.73,"WNW","WEST DANBY",42.3235,-76.5335,4219410,7632010
201506,96916,583045,4,.57,"S","NEWFIELD SKYHOOK ARP",42.3717,-76.5294,4222302,7631764
201506,96916,583047,1,0,"N","TYRONE",42.42,-77.07,4225200,774200
201506,96916,583047,2,2.62,"SW","TYRONE",42.3966,-77.1103,4223796,776618
201506,96916,583047,3,2.83,"SSE","TYRONE",42.3847,-77.042,4223082,772520
201506,96916,583047,4,.89,"S","ALTAY",42.4171,-77.0197,4225026,771182
201506,96916,583050,1,2.3,"NNE","CANDOR",42.2621,-76.3179,4215726,7619074
201506,96916,583050,2,1.05,"NW","FLEMINGVILLE",42.1797,-76.2657,4210782,7615942
201506,96916,583050,3,5.15,"ESE","WEST NEWARK",42.2102,-76.1449,4212612,768694
201506,97948,588960,1,9.08,"S","WIGGINS PASS",26.1497,-81.8001,268982,8148006
201508,97949,588963,1,3.14,"SE","HERMOSA",41.0476,-105.4478,412856,10526868
201508,97950,588964,1,33,"WNW","BILL",43.4128,-105.8765,4324768,10552590
201508,97950,588965,1,15,"W","BILL",43.23,-105.568,4313800,10534080
201508,97950,588966,1,15,"W","BILL",43.23,-105.568,4313800,10534080
201508,97951,588967,1,0,"N","AGATE",42.42,-103.79,4225200,10347400
201505,97952,588969,1,.44,"SSW","BARNHART",38.3446,-90.4044,3820676,9024264
201505,97952,588969,2,.68,"ESE","BARNHART",38.3473,-90.388,3820838,9023280
201505,97952,588970,1,1.9,"SE","FREDERICKTOWN",37.5287,-90.2783,3731722,9016698
201505,97952,588972,1,0,"N","BLOOMSDALE",38.02,-90.22,381200,9013200
201505,97952,588973,1,1.33,"WNW","MEHLVILLE",38.5074,-90.3227,3830444,9019362
201505,97952,588974,1,0,"N","ORCHARD FARM",38.88,-90.45,3852800,9027000
201505,97952,588974,2,.28,"ENE","ORCHARD FARM",38.882,-90.4455,3852920,9026730
201505,97953,588975,1,1.24,"W","BELLEVILLE",38.5181,-90.0028,3831086,90168
201505,97953,588976,1,1.39,"S","BLUFF JCT",38.7999,-89.9787,3847994,8958722
201505,97953,588976,2,.76,"ESE","EDWARDSVILLE",38.814,-89.9382,3848840,8956292
201505,97954,588982,1,1.9,"SW","DAMIANSVILLE",38.4975,-89.6403,3829850,8938418
201505,97954,588982,2,1.65,"SSW","DAMIANSVILLE",38.4981,-89.6325,3829886,8937950
201505,97954,588982,3,2.07,"SSW","DAMIANSVILLE",38.4909,-89.6292,3829454,8937752
201505,97954,588982,4,2.25,"SSW","DAMIANSVILLE",38.4908,-89.6387,3829448,8938322
201505,97956,588994,1,2.59,"SW","KAMPVILLE",38.8198,-90.5784,3849188,9034704
201505,97956,588994,2,2.22,"SSW","KAMPVILLE",38.8215,-90.5691,3849290,9034146
201505,97957,588991,1,2.02,"S","ROSEDALE",39.0011,-90.5445,3966,9032670
201505,97957,588991,2,.34,"WSW","JERSEYVILLE",39.1189,-90.3262,397134,9019572
201508,97958,589002,1,.69,"N","PHOENIX DEER VLY ARP",33.69,-112.08,3341400,1124800
201508,97958,589004,1,.58,"W","KENDALL",33.45,-111.99,3327000,11159400
201508,97958,589007,1,2.15,"SSE","WEST END",33.47,-112.24,3328200,11214400
201508,97960,589008,1,.69,"N","MULESHOE",34.23,-102.73,3413800,10243800
201508,97960,589009,1,1.35,"WNW","ALLRED",32.99,-102.94,3259400,10256400
201508,97960,589011,1,1.82,"W","TOKIO",33.1817,-102.6115,3310902,10236690
201508,97960,589011,2,2.7,"SW","TOKIO",33.1512,-102.6117,339072,10236702
201506,97961,589022,1,2.14,"SW","ANTIOCH",37.81,-78.46,3748600,7827600
201506,97961,589027,1,2.14,"SE","SANDY HOOK",37.73,-77.89,3743800,7753400
201506,97961,589028,1,1.49,"SSE","ANTIOCH",37.81,-78.42,3748600,7825200
201506,97961,589030,1,4.15,"N","CUMBERLAND",37.54,-78.25,3732400,7815000
201506,97961,589031,1,4.87,"S","LAKESIDE VLG",37.6,-78.17,3736000,7810200
201506,97961,589032,1,.88,"SE","CUTALONG",38.11,-78.21,386600,7812600
201506,97961,589035,1,2.14,"SE","SANDY HOOK",37.73,-77.89,3743800,7753400
201506,97961,589036,1,1.76,"SW","DOGTOWN",37.68,-77.97,3740800,7758200
201506,97961,589037,1,.88,"NW","WORSHAM",37.24,-78.46,3714400,7827600
201506,97961,589039,1,.55,"E","FARMVILLE",37.3,-78.56,3718000,7833600
201506,97961,589041,1,2.82,"N","TRENHOLM",37.64,-78.07,3738400,784200
201506,97961,589042,1,1.3,"ENE","VICTORIA",36.99,-78.21,3659400,7812600
201506,97961,589044,1,1.77,"NE","KENBRIDGE",36.99,-78.13,3659400,787800
201506,97961,589046,1,0,"N","LADYSMITH",38.02,-77.52,381200,7731200
201506,97961,589047,1,.55,"E","SANDY HOOK",37.75,-77.91,3745000,7754600
201506,97961,589048,1,1.49,"SSE","SANDY HOOK",37.73,-77.91,3743800,7754600
201506,97961,589049,1,.55,"W","CHASE CITY",36.8,-78.46,3648000,7827600
201506,97961,589050,1,1.49,"NNW","WALDROP",38.09,-78.19,385400,7811400
201506,97961,589051,1,1.38,"N","CLARKSVILLE MARKS AR",36.62,-78.57,3637200,7834200
201506,97961,589052,1,0,"N","NOTTOWAY",37.13,-78.08,377800,784800
201506,97961,589053,1,1.49,"NNE","CUMBERLAND",37.5,-78.24,3730000,7814400
201506,97961,589054,1,.55,"W","FINE GREEK MILLS",37.6,-77.83,3736000,7749800
201506,97961,589055,1,.55,"W","GOOCHLAND",37.68,-77.89,3740800,7753400
201506,97961,589056,1,2.64,"SW","EAST LEAK",37.77,-77.98,3746200,7758800
201506,97961,589057,1,0,"N","SOUTH HILL",36.73,-78.13,3643800,787800
201506,97961,589058,1,.88,"NE","VICTORIA",36.99,-78.22,3659400,7813200
201506,97961,589060,1,1.76,"SW","LADYSMITH",38,-77.54,3800,7732400
201506,97961,589061,1,.54,"E","PORT ROYAL",38.17,-77.19,3810200,7711400
201506,97961,589062,1,.55,"E","ORAL OAKS",36.92,-78.19,3655200,7811400
201506,97961,589063,1,2.82,"S","STUDLEY",37.63,-77.31,3737800,7718600
201506,97961,589064,1,.88,"SE","DOSWELL",37.86,-77.46,3751600,7727600
201506,97961,589065,1,0,"N","BOWLING GREEN",38.05,-77.35,383000,7721000
201506,97961,589066,1,0,"N","OAK GROVE",38.18,-77,3810800,7700
201506,97961,589068,1,.69,"S","LEEDSTOWN",38.11,-77,386600,7700
201506,97961,589069,1,0,"N","KINSALE",38.03,-76.58,381800,7634800
201506,97961,589070,1,1.3,"WSW","JENNINGS ORDINARY",37.21,-78.17,3712600,7810200
201506,97961,589071,1,44.07,"WSW","WELLFORD",37.55,-77.46,3733000,7727600
201506,97961,589072,1,.55,"W","MANNBORO",37.25,-77.84,3715000,7750400
201506,97961,589073,1,0,"N","FINE GREEK MILLS",37.6,-77.82,3736000,7749200
201506,97961,589076,1,0,"N","TAPPAHANNOCK ARPT",37.92,-76.87,3755200,7652200
201506,97961,589078,1,44.07,"WSW","WELLFORD",37.55,-77.46,3733000,7727600
201506,97961,589080,1,2.14,"NNE","QUINTON ARPT",37.53,-77.12,3731800,777200
201506,97961,589083,1,.88,"NE","MANGOHICK",37.81,-77.27,3748600,7716200
201506,97961,589084,1,.69,"N","MANQUIN",37.71,-77.15,3742600,779000
201506,97961,589085,1,3.5,"S","KINGSBERRY",36.67,-77.56,3640200,7733600
201506,97961,589086,1,0,"N","NEWLAND",38.05,-76.87,383000,7652200
201506,97961,589088,1,.88,"SE","WARSAW",37.96,-76.76,3757600,7645600
201506,97961,589093,1,.69,"N","RUSHMERE",37.08,-76.67,374800,7640200
201506,97961,589096,1,.55,"W","OYSTER PT",37.08,-76.51,374800,7630600
201506,97961,589097,1,.69,"N","GLOUCESTER ARPT",37.41,-76.53,3724600,7631800
201506,97961,589100,1,.89,"NW","EMPORIA",36.69,-77.54,3641400,7732400
201506,97961,589101,1,1.66,"W","NORFOLK",36.87,-76.3,3652200,7618000
201506,97961,589102,1,.55,"W","MELFA",37.65,-75.74,3739000,7544400
201506,97961,589103,1,1.29,"ENE","PAINTER",37.59,-75.78,3735400,7546800
201506,97961,589104,1,1.3,"WNW","(NGU)NAS NORFOLK",36.94,-76.3,3656400,7618000
201506,97961,589105,1,1.1,"E","(FAF)FELKER AAF FT E",37.15,-76.56,379000,7633600
201506,97961,589106,1,.55,"W","WAKEFIELD",36.97,-76.99,3658200,7659400
201506,97961,589107,1,2.07,"N","NEW BOHEMIA",37.21,-77.32,3712600,7719200
201506,97961,589108,1,0,"N","BLACKSTONE",37.08,-78,374800,7800
201507,98490,595134,1,4.17,"E","DOLES",31.69,-83.81,3141400,8348600
201507,98490,595135,1,2.73,"WNW","HOBBY",31.68,-83.78,3140800,8346800
201507,98490,595136,1,2.38,"NNE","SUMNER",31.53,-83.72,3131800,8343200
201507,98490,595137,1,0,"N","TY TY",31.47,-83.64,3128200,8338400
201507,98490,595138,1,.79,"NW","HILLSDALE",31.4692,-83.598,3128152,8335880
201507,98490,595139,1,0,"N","IRWINVILLE",31.64,-83.38,3138400,8322800
201507,98490,595139,2,0,"N","HOLT",31.59,-83.15,3135400,839000
201507,98490,595140,1,1.1,"WSW","ADEL-COOK ARPT",31.1212,-83.4556,317272,8327336
201507,98490,595141,1,0,"N","NAYLOR",30.9,-83.07,3054000,834200
201507,98490,595142,1,0,"N","VALDOSTA",30.83,-83.27,3049800,8316200
201507,98490,595143,1,3.6,"NW","ALBANY",31.6,-84.22,3136000,8413200
201507,98490,595144,1,2.82,"NW","ALBANY",31.6038,-84.1968,3136228,8411808
201507,98490,595145,1,2.15,"NNW","ALBANY",31.6,-84.18,3136000,8410800
201507,98490,595146,1,3.27,"NW","ALBANY",31.6084,-84.2026,3136504,8412156
201507,98490,595147,1,.83,"E","ALBANY",31.5692,-84.156,3134152,849360
201507,98490,595148,1,1.47,"NE","ALBANY",31.5861,-84.1537,3135166,849222
201507,98490,595149,1,0,"N","ALBANY",31.57,-84.17,3134200,8410200
201507,98490,595150,1,1.06,"N","EAST ALBANY",31.5853,-84.1199,3135118,847194
201507,98490,595151,1,0,"N","PARROTT",31.89,-84.51,3153400,8430600
201507,98490,595152,1,1.17,"E","YEOMANS",31.83,-84.44,3149800,8426400
201507,98490,595153,1,.91,"NE","BRONWOOD",31.84,-84.35,3150400,8421000
201507,98490,595154,1,0,"N","FORT GAINES",31.62,-85.04,3137200,852400
201507,98490,595155,1,4.05,"W","KOLOMOKI MOUNDS STATE PARK",31.466,-84.9984,3127960,8459904
201507,98490,595156,1,2.04,"N","BLAKELY",31.3992,-84.9346,3123952,8456076
201507,98490,595157,1,3.56,"E","SAWHATCHEE",31.2756,-84.9601,3116536,8457606
201507,98490,595158,1,1.49,"NNW","BLAKELY",31.3911,-84.9358,3123466,8456148
201507,98490,595159,1,.33,"NW","BLAKELY",31.3732,-84.9342,3122392,8456052
201507,98490,595160,1,0,"N","BACONTON",31.37,-84.16,3122200,849600
201507,98491,595161,1,2.85,"E","TURNER CITY",31.5906,-84.0516,3135436,843096
201507,98491,595162,1,2.25,"E","TURNER CITY",31.5842,-84.0623,3135052,843738
201507,98491,595163,1,1.47,"NNW","EAST ALBANY",31.5909,-84.1251,3135454,847506
201507,98491,595164,1,4.13,"NNW","ALFORDS",31.5073,-83.9397,3130438,8356382
201508,98803,593581,2,2.13,"WSW","ANNELLY",37.9604,-97.2372,3757624,9714232
201507,98804,593586,1,1.89,"WNW","FOREST BEACH",32.16,-80.78,329600,8046800
201507,98804,593588,1,1.5,"NNE","BLUFFTON",32.25,-80.86,3215000,8051600
201507,98805,593594,1,4.46,"ENE","NEW HRADEC",47.02,-102.79,471200,10247400
201507,98806,593595,1,1.36,"WNW","SAVANNAH",32.06,-81.1,323600,816000
201507,98806,593596,1,.98,"NE","LIBERTY CITY",32.0413,-81.11,322478,816600
201507,98807,593597,1,0,"N","BLAND",32.53,-81.92,3231800,8155200
201507,98807,593598,1,4.34,"ENE","MIDWAY",31.82,-81.36,3149200,8121600
201507,98810,593723,1,6.28,"S","LIGNITE",48.79,-102.53,4847400,10231800
201507,98810,593724,1,9.47,"NNE","POWERS LAKE",48.69,-102.53,4841400,10231800
201507,98810,593725,1,8.55,"E","WASHBURN",47.3,-100.84,4718000,10050400
201507,98810,593727,1,1.67,"NE","WILTON",47.19,-100.78,4711400,10046800
201507,98810,593728,1,1.17,"SE","WILTON",47.16,-100.78,479600,10046800
201507,98810,593732,1,10.55,"E","BOTTINEAU ARPT",48.85,-100.19,4851000,10011400
201507,98810,593734,1,10.55,"E","BOTTINEAU ARPT",48.85,-100.19,4851000,10011400
201507,98811,593609,1,1.17,"E","COLLINS",32.18,-82.1,3210800,826000
201507,98811,593610,1,2.83,"NNE","GLENNVILLE",31.97,-81.92,3158200,8155200
201507,98811,593611,1,3.78,"ENE","MIDWAY",31.82,-81.37,3149200,8122200
201507,98812,593613,1,0,"N","BEUFORDTOWN",33.28,-79.75,3316800,7945000
201507,98813,593612,1,3,"NNW","SCENIC",43.8201,-102.573,4349206,10234380
201507,98813,593614,1,7.67,"E","SMITHWICK",43.32,-103.07,4319200,1034200
201507,98813,593616,1,0,"N","OGLALA",43.18,-102.75,4310800,10245000
201507,98813,593618,1,4.05,"E","CACTUS FLATS",43.84,-101.82,4350400,10149200
201507,98813,593620,1,1,"NE","MIDLAND",44.0802,-101.1358,444812,1018148
201507,98813,593630,1,0,"N","WHITE RIVER",43.57,-100.75,4334200,10045000
201507,98813,593638,1,9.64,"NNW","IDEAL",43.66,-99.97,4339600,9958200
201507,98814,593615,1,6.31,"SE","MEARS",32.88,-81.51,3252800,8130600
201507,98814,593617,1,8.04,"ESE","HILLTONIA",32.84,-81.52,3250400,8131200
201507,98817,593641,1,3.78,"ENE","MIDWAY",31.82,-81.37,3149200,8122200
201507,98817,593642,1,.58,"E","COLLINS",32.18,-82.11,3210800,826600
201507,98817,593643,1,2.72,"WNW","CLAXTON",32.19,-81.96,3211400,8157600
201507,98817,593651,1,.69,"N","CLAXTON",32.18,-81.92,3210800,8155200
201507,98817,593652,1,3.45,"N","CLAXTON EVANS CO ARP",32.25,-81.87,3215000,8152200
201507,98817,593653,1,3.5,"S","JIMPS",32.33,-81.82,3219800,8149200
201507,98817,593658,1,.58,"E","HAGAN",32.15,-81.92,329000,8155200
201507,98817,593660,1,4.15,"S","HAGAN",32.09,-81.93,325400,8155800
201507,98819,593659,1,6.21,"WSW","LONG VALLEY",43.438,-101.61,4326280,10136600
201507,98819,597240,1,7,"E","WANBLEE",43.57,-101.5302,4334200,10131812
201507,98821,593668,1,1.35,"ENE","LADSON",32.99,-80.08,3259400,804800
201507,98821,593669,1,1.38,"N","ASHLEY JCT",32.9,-79.98,3254000,7958800
201507,98821,593670,1,.9,"NW","PINECREST",32.79,-80.03,3247400,801800
201507,98821,593671,1,.69,"S","DORCHESTER",32.84,-80,3250400,8000
201507,98822,593672,1,2.82,"SSW","TARBORO",32.49,-81.16,3229400,819600
201507,98823,593674,1,1.38,"S","CENTRAL JCT",32.06,-81.12,323600,817200
201507,98823,593682,1,1.38,"N","SANDFLY",32,-81.07,3200,814200
201507,98823,593683,1,1.17,"E","GARDEN CITY",32.12,-81.15,327200,819000
201507,98823,593684,1,1.5,"NNE","DENMARK",32.3,-81.71,3218000,8142600
201507,98823,593686,1,1.5,"NNW","SAVANNAH BEACH",32.02,-80.86,321200,8051600
201507,98823,593687,1,1.76,"E","FT SCREVEN",32,-80.9,3200,8054000
201507,98823,593689,1,1.76,"W","RICHMOND HILL",31.93,-81.33,3155800,8119800
201507,98823,593690,1,0,"N","SAVANNAH BEACH",32,-80.85,3200,8051000
201507,98823,593691,1,4.09,"ENE","MIDWAY",31.83,-81.37,3149800,8122200
201507,98823,593692,1,6.49,"ENE","DONALD",31.86,-81.75,3151600,8145000
201507,98824,593697,1,4.69,"W","BARTON",32.93,-81.36,3255800,8121600
201507,98824,593698,1,2.07,"N","ROSINVILLE",33.28,-80.52,3316800,8031200
201507,98825,596093,1,6.49,"NNW","HARB",48.26,-107.47,4815600,10728200
201507,98825,596094,1,7.93,"NNE","FOUR BUTTES",48.93,-105.55,4855800,10533000
201507,98825,596095,1,5.53,"N","SCOBEY",48.88,-105.42,4852800,10525200
201507,98825,596098,1,6.92,"N","SCOBEY",48.9,-105.41,4854000,10524600
201507,98825,596099,1,9.71,"WNW","WHITETAIL",48.95,-105.37,4857000,10522200
201507,98825,596101,1,5.03,"NE","BAYLOR",48.7,-106.32,4842000,10619200
201507,98826,596106,1,4.72,"SW","HINSDALE",48.35,-107.15,4821000,1079000
201507,98826,596117,1,.69,"S","HINSDALE",48.39,-107.08,4823400,1074800
201507,98826,596118,1,9.75,"NE","HINSDALE",48.5,-106.93,4830000,10655800
201507,98826,596119,1,9.17,"WSW","HOYT",46.88,-105.03,4652800,1051800
201507,98826,596120,1,2.13,"NNE","MILDRED",46.71,-104.94,4642600,10456400
201507,98826,596121,1,4.77,"NNE","HOYT",46.99,-104.8,4659400,10448000
201507,98826,596123,1,1.17,"NE","GLENDIVE",47.11,-104.71,476600,10442600
201507,98826,596125,1,9.44,"NE","BLOOMFIELD",47.53,-104.81,4731800,10448600
201507,98826,596127,1,7.75,"ESE","BLOOMFIELD",47.36,-104.79,4721600,10447400
201507,98826,596128,1,1.46,"NNW","SIDNEY",47.72,-104.16,4743200,1049600
201507,98826,596130,1,8.3,"N","FRAZER",48.17,-106.04,4810200,1062400
201507,98826,596135,1,4.36,"SSW","OPHEIM",48.79,-106.43,4847400,10625800
201507,98826,596136,1,4.25,"NNW","OSWEGO",48.11,-105.89,486600,10553400
201507,98826,596137,1,3.72,"W","BAYLOR",48.66,-106.48,4839600,10628800
201507,98826,596138,1,1.46,"NNW","SIDNEY",47.72,-104.16,4743200,1049600
201507,98826,596139,1,1.46,"NNW","SIDNEY",47.72,-104.16,4743200,1049600
201507,98826,596140,1,14.1,"SSE","VAN NORMAN",47.15,-106.32,479000,10619200
201507,98826,596141,1,.47,"E","BROCKWAY",47.3,-105.76,4718000,10545600
201507,98826,596142,1,.69,"N","ND STATELINE HWY 2 DOT",48.14,-104.07,488400,1044200
201507,98826,596143,1,8.14,"SE","FROID",48.25,-104.37,4815000,10422200
201507,98826,596144,1,2.29,"W","MEDICINE LAKE",48.5,-104.55,4830000,10433000
201507,98826,596146,1,.69,"S","SCOBEY",48.79,-105.42,4847400,10525200
201507,98826,596147,1,1.95,"ENE","COMERTOWN DOT",48.81,-104.25,4848600,10415000
201507,98826,596148,1,.84,"NE","WIBAUX",46.99,-104.17,4659400,10410200
201507,98826,596149,1,3.13,"NE","GLENDIVE",47.13,-104.68,477800,10440800
201507,98826,597453,1,3.5,"WSW","GLENDIVE",47.0806,-104.7987,474836,10447922
201507,98826,597453,2,2.4,"NE","GLENDIVE",47.1246,-104.6939,477476,10441634
201507,98827,593700,1,4.45,"SW","ROBERTVILLE",32.54,-81.26,3232400,8115600
201507,98827,593701,1,.9,"SW","TILLMAN",32.46,-81.11,3227600,816600
201507,98827,593702,1,5.53,"S","TILLMAN",32.39,-81.1,3223400,816000
201507,98827,593704,1,2.72,"ENE","LIMEHOUSE",32.24,-81.03,3214400,811800
201506,98393,591960,1,17.65,"WSW","SPHINX SIDING",38.9,-110.57,3854000,11034200
201506,98395,591974,1,.72,"NNW","COAL CREEK",40.04,-87.384,402400,8723040
201506,98395,591974,2,.69,"N","COAL CREEK",40.0398,-87.3823,402388,8722938
201506,98395,591974,3,.55,"NNW","COAL CREEK",40.0368,-87.3855,402208,8723130
201506,98395,591974,4,.61,"NW","COAL CREEK",40.0372,-87.3865,402232,8723190
201506,98396,591981,1,.51,"W","JAMESTOWN",42.1,-79.24,426000,7914400
201506,98396,591981,2,1.73,"WNW","FALCONER",42.1262,-79.2327,427572,7913962
201506,98396,591981,3,1.28,"ENE","FLUVANNA",42.1255,-79.2561,427530,7915366
201506,98396,591981,4,.73,"NNE","JAMESTOWN WEST",42.1092,-79.2629,426552,7915774
201506,98397,591983,1,.51,"W","ALFRED",42.25,-77.79,4215000,7747400
201506,98397,591984,1,.51,"E","CULVER",42.02,-77.81,421200,7748600
201506,98397,591985,1,0,"N","FREEDOM",42.48,-78.33,4228800,7819800
201506,98397,591987,1,2.31,"SSE","YORKSHIRE",42.52,-78.48,4231200,7828800
201506,98397,591988,1,4.42,"NNW","ABBOTTS",42.31,-78.35,4218600,7821000
201506,98397,591989,1,.86,"NW","ALLEGANY",42.09,-78.49,425400,7829400
201506,98397,591990,1,0,"N","DAYTON",42.42,-78.97,4225200,7858200
201506,98397,591991,1,.86,"NE","PHELPS",42.96,-77.06,4257600,773600
201506,98397,591992,1,.51,"W","MANCHESTER",42.97,-77.23,4258200,7713800
201506,98397,591993,1,.69,"S","SILVER CREEK",42.54,-79.17,4232400,7910200
201506,98397,591994,1,1.47,"NNE","FARMINGTON",43,-77.32,4300,7719200
201506,98397,591995,1,0,"N","ARKWRIGHT",42.4,-79.23,4224000,7913800
201506,98397,591996,1,.51,"W","VICTOR",42.98,-77.41,4258800,7724600
201506,98397,591997,1,1.01,"E","MENDON",43,-77.5,4300,7730000
201506,98397,591998,1,.86,"NE","WEST BLOOMFIELD ARPT",42.91,-77.54,4254600,7732400
201506,98397,591999,1,.51,"E","HONEOYE FALLS ARPT",42.95,-77.59,4257000,7735400
201506,98397,592000,1,1.71,"NW","RUSH",43,-77.65,4300,7739000
201506,98397,592001,1,.51,"W","WESTFIELD",42.32,-79.58,4219200,7934800
201506,98397,592002,1,.86,"NE","LIMA",42.91,-77.61,4254600,7736600
201506,98397,592003,1,1.23,"SW","AVON",42.91,-77.75,4254600,7745000
201506,98397,592005,1,1.67,"WNW","CALEDONIA",42.98,-77.86,4258800,7751600
201506,98397,592006,1,1.23,"SW","PAVILION CENTER",42.89,-78.04,4253400,782400
201506,98397,592007,1,.86,"NE","LE ROY",42.98,-77.99,4258800,7759400
201506,96916,583050,4,1.68,"SE","BERKSHIRE",42.2824,-76.1572,4216944,769432
201506,96916,583052,1,3.07,"W","WEST CORNERS",42.1227,-76.1298,427362,767788
201506,96916,583052,2,.62,"N","JOHNSON CITY",42.139,-75.9512,428340,7557072
201506,96916,583052,3,.73,"WNW","CASTLE CREEK",42.2356,-75.932,4214136,7555920
201506,96916,583052,4,1.57,"SSE","NANTICOKE",42.258,-76.0625,4215480,763750
201506,96916,583054,1,1.78,"ENE","WELTONVILLE",42.2128,-76.2197,4212768,7613182
201506,96916,583054,2,1.87,"E","WELTONVILLE",42.196,-76.2139,4211760,7612834
201506,96916,583054,3,4.1,"E","WELTONVILLE",42.1947,-76.1703,4211682,7610218
201506,96916,583054,4,3.93,"E","WEST NEWARK",42.2458,-76.1535,4214748,769210
201506,96916,583054,5,1.81,"NE","WEST NEWARK",42.2651,-76.2012,4215906,7612072
201506,96916,583058,1,1.59,"W","WEST COLESVILLE",42.1309,-75.7809,427854,7546854
201506,96916,583058,2,1.82,"NE","OUAQUAGA",42.1482,-75.6244,428892,7537464
201506,96916,583058,3,2.22,"SSE","DAMASCUS",42.0229,-75.5969,421374,7535814
201506,96916,583058,4,1.31,"NW","BLATCHLEY",42.0351,-75.7452,422106,7544712
201506,96917,583010,1,4.35,"SE","BEAR GRASS",35.73,-77.07,3543800,774200
201506,96917,583012,1,6.23,"SW","JAMESVILLE",35.75,-76.97,3545000,7658200
201506,96917,583014,1,1.32,"ENE","PINEVILLE",35.59,-77.01,3535400,77600
201506,96917,583016,1,2.36,"SSE","ASKIN",35.19,-77.05,3511400,773000
201505,96918,583017,1,0,"N","SHARON",43.78,-72.45,4346800,7227000
201505,96918,583019,1,0,"N","WOODSTOCK",43.63,-72.52,4337800,7231200
201505,96918,583020,1,1,"E","TAFTSVILLE",43.63,-72.45,4337800,7227000
201505,96918,583023,1,.22,"NE","NORTH HARTLAND",43.6022,-72.3468,4336132,7220808
201505,96918,583024,1,.5,"W","NORWICH",43.72,-72.31,4343200,7218600
